timestamp;rxkB/s;txkB/s
2017-12-21 17:22:56 UTC;1,77;3,50
2017-12-21 17:22:57 UTC;0,29;0,04
2017-12-21 17:22:58 UTC;3,25;6,48
2017-12-21 17:22:59 UTC;1,45;6,93
2017-12-21 17:23:00 UTC;0,91;0,18
2017-12-21 17:23:01 UTC;1,04;0,00
2017-12-21 17:23:02 UTC;6,63;2,13
2017-12-21 17:23:03 UTC;0,32;0,00
2017-12-21 17:23:04 UTC;0,30;0,04
2017-12-21 17:23:05 UTC;0,83;0,32
2017-12-21 17:23:06 UTC;0,29;0,09
2017-12-21 17:23:07 UTC;1,63;0,00
2017-12-21 17:23:08 UTC;0,26;0,09
2017-12-21 17:23:09 UTC;0,06;0,00
2017-12-21 17:23:10 UTC;21,20;74,22
2017-12-21 17:23:11 UTC;3,32;230,50
2017-12-21 17:23:12 UTC;3,61;270,08
2017-12-21 17:23:13 UTC;3,89;269,73
2017-12-21 17:23:14 UTC;3,38;273,41
2017-12-21 17:23:15 UTC;5,17;275,78
2017-12-21 17:23:16 UTC;3,04;264,34
2017-12-21 17:23:17 UTC;3,56;277,24
2017-12-21 17:23:18 UTC;4,66;276,94
2017-12-21 17:23:19 UTC;2,70;274,27
2017-12-21 17:23:20 UTC;3,85;283,56
2017-12-21 17:23:21 UTC;2,29;274,10
2017-12-21 17:23:22 UTC;2,83;265,94
2017-12-21 17:23:23 UTC;2,78;284,35
2017-12-21 17:23:24 UTC;3,33;262,34
2017-12-21 17:23:25 UTC;3,47;280,49
2017-12-21 17:23:26 UTC;3,24;273,38
2017-12-21 17:23:27 UTC;2,62;270,95
2017-12-21 17:23:28 UTC;3,10;264,05
2017-12-21 17:23:29 UTC;2,62;282,18
2017-12-21 17:23:30 UTC;2,63;270,47
2017-12-21 17:23:31 UTC;2,89;282,57
2017-12-21 17:23:32 UTC;8,62;270,03
2017-12-21 17:23:33 UTC;3,05;274,13
2017-12-21 17:23:34 UTC;3,15;275,79
2017-12-21 17:23:35 UTC;3,25;284,36
2017-12-21 17:23:36 UTC;2,80;272,25
2017-12-21 17:23:37 UTC;4,28;275,07
2017-12-21 17:23:38 UTC;2,52;273,22
2017-12-21 17:23:39 UTC;18,16;304,47
2017-12-21 17:23:40 UTC;4,10;313,80
2017-12-21 17:23:41 UTC;3,95;321,05
2017-12-21 17:23:42 UTC;4,20;341,47
2017-12-21 17:23:43 UTC;3,82;339,84
2017-12-21 17:23:44 UTC;5,06;341,08
2017-12-21 17:23:45 UTC;6,54;331,87
2017-12-21 17:23:46 UTC;5,45;355,18
2017-12-21 17:23:47 UTC;5,61;348,14
2017-12-21 17:23:48 UTC;5,18;345,90
2017-12-21 17:23:49 UTC;5,04;360,41
2017-12-21 17:23:50 UTC;4,54;374,05
2017-12-21 17:23:51 UTC;5,24;375,59
2017-12-21 17:23:52 UTC;4,41;373,76
2017-12-21 17:23:53 UTC;5,19;380,95
2017-12-21 17:23:54 UTC;4,59;400,77
2017-12-21 17:23:55 UTC;4,26;391,15
2017-12-21 17:23:56 UTC;5,42;407,44
2017-12-21 17:23:57 UTC;4,75;410,54
2017-12-21 17:23:58 UTC;4,80;436,70
2017-12-21 17:23:59 UTC;4,81;429,58
2017-12-21 17:24:00 UTC;4,93;456,01
2017-12-21 17:24:01 UTC;5,02;454,12
2017-12-21 17:24:02 UTC;14,82;495,02
2017-12-21 17:24:03 UTC;3,98;491,06
2017-12-21 17:24:04 UTC;4,56;514,90
2017-12-21 17:24:05 UTC;4,57;528,38
2017-12-21 17:24:06 UTC;4,50;540,75
2017-12-21 17:24:07 UTC;5,53;555,56
2017-12-21 17:24:08 UTC;4,05;558,13
2017-12-21 17:24:09 UTC;4,88;549,21
2017-12-21 17:24:10 UTC;4,68;551,21
2017-12-21 17:24:11 UTC;4,03;552,01
2017-12-21 17:24:12 UTC;5,15;550,74
2017-12-21 17:24:13 UTC;5,02;553,74
2017-12-21 17:24:14 UTC;4,88;555,93
2017-12-21 17:24:15 UTC;7,23;540,01
2017-12-21 17:24:16 UTC;4,56;557,12
2017-12-21 17:24:17 UTC;4,77;550,11
2017-12-21 17:24:18 UTC;6,61;554,13
2017-12-21 17:24:19 UTC;5,14;548,05
2017-12-21 17:24:20 UTC;5,82;545,90
2017-12-21 17:24:21 UTC;4,46;547,47
2017-12-21 17:24:22 UTC;5,03;565,34
2017-12-21 17:24:23 UTC;4,36;552,16
2017-12-21 17:24:24 UTC;4,47;548,71
2017-12-21 17:24:25 UTC;4,92;542,79
2017-12-21 17:24:26 UTC;4,29;554,62
2017-12-21 17:24:27 UTC;4,53;538,11
2017-12-21 17:24:28 UTC;4,04;535,81
2017-12-21 17:24:29 UTC;4,86;550,90
2017-12-21 17:24:30 UTC;5,35;547,67
2017-12-21 17:24:31 UTC;4,90;533,88
2017-12-21 17:24:32 UTC;9,62;560,50
2017-12-21 17:24:33 UTC;4,67;551,73
2017-12-21 17:24:34 UTC;4,50;548,73
2017-12-21 17:24:35 UTC;4,36;541,63
2017-12-21 17:24:36 UTC;4,16;556,59
2017-12-21 17:24:37 UTC;5,74;556,17
2017-12-21 17:24:38 UTC;3,96;540,21
2017-12-21 17:24:39 UTC;19,48;586,55
2017-12-21 17:24:40 UTC;6,04;629,00
2017-12-21 17:24:41 UTC;19,95;684,85
2017-12-21 17:24:42 UTC;6,97;760,03
2017-12-21 17:24:43 UTC;6,96;792,84
2017-12-21 17:24:44 UTC;7,66;803,98
2017-12-21 17:24:45 UTC;9,42;819,55
2017-12-21 17:24:46 UTC;7,27;843,74
2017-12-21 17:24:47 UTC;6,18;869,35
2017-12-21 17:24:48 UTC;6,79;888,96
2017-12-21 17:24:49 UTC;7,30;924,54
2017-12-21 17:24:50 UTC;7,82;963,04
2017-12-21 17:24:51 UTC;6,71;973,77
2017-12-21 17:24:52 UTC;6,40;987,22
2017-12-21 17:24:53 UTC;6,62;1029,20
2017-12-21 17:24:54 UTC;7,06;1047,19
2017-12-21 17:24:55 UTC;7,24;1054,80
2017-12-21 17:24:56 UTC;6,60;1097,43
2017-12-21 17:24:57 UTC;6,35;1092,11
2017-12-21 17:24:58 UTC;6,64;1089,76
2017-12-21 17:24:59 UTC;7,00;1108,34
2017-12-21 17:25:00 UTC;6,55;1096,93
2017-12-21 17:25:01 UTC;7,43;1098,68
2017-12-21 17:25:02 UTC;11,88;1105,30
2017-12-21 17:25:03 UTC;7,30;1094,55
2017-12-21 17:25:04 UTC;6,88;1103,74
2017-12-21 17:25:05 UTC;6,99;1101,83
2017-12-21 17:25:06 UTC;7,23;1106,97
2017-12-21 17:25:07 UTC;8,08;1096,79
2017-12-21 17:25:08 UTC;6,41;1092,85
2017-12-21 17:25:09 UTC;7,22;1098,90
2017-12-21 17:25:10 UTC;6,59;1095,86
2017-12-21 17:25:11 UTC;7,89;1093,74
2017-12-21 17:25:12 UTC;7,27;1105,76
2017-12-21 17:25:13 UTC;7,31;1091,58
2017-12-21 17:25:14 UTC;6,52;1100,44
2017-12-21 17:25:15 UTC;9,61;1100,69
2017-12-21 17:25:16 UTC;6,91;1089,27
2017-12-21 17:25:17 UTC;6,64;1093,22
2017-12-21 17:25:18 UTC;7,34;1096,56
2017-12-21 17:25:19 UTC;7,64;1115,06
2017-12-21 17:25:20 UTC;7,54;1099,32
2017-12-21 17:25:21 UTC;6,91;1095,28
2017-12-21 17:25:22 UTC;6,61;1084,92
2017-12-21 17:25:23 UTC;6,81;1099,76
2017-12-21 17:25:24 UTC;6,61;1092,39
2017-12-21 17:25:25 UTC;6,56;1098,23
2017-12-21 17:25:26 UTC;6,77;1091,53
2017-12-21 17:25:27 UTC;6,54;1101,46
2017-12-21 17:25:28 UTC;6,62;1095,06
2017-12-21 17:25:29 UTC;6,86;1100,13
2017-12-21 17:25:30 UTC;6,93;1097,22
2017-12-21 17:25:31 UTC;6,84;1094,37
2017-12-21 17:25:32 UTC;11,71;1099,21
2017-12-21 17:25:33 UTC;6,53;1096,00
2017-12-21 17:25:34 UTC;6,48;1098,41
2017-12-21 17:25:35 UTC;7,10;1096,16
2017-12-21 17:25:36 UTC;7,13;1095,59
2017-12-21 17:25:37 UTC;8,36;1099,36
2017-12-21 17:25:38 UTC;7,44;1092,19
2017-12-21 17:25:39 UTC;8,23;1092,03
2017-12-21 17:25:40 UTC;7,03;1099,50
2017-12-21 17:25:41 UTC;22,46;1126,81
2017-12-21 17:25:42 UTC;8,57;1196,09
2017-12-21 17:25:43 UTC;22,81;1235,11
2017-12-21 17:25:44 UTC;8,36;1262,52
2017-12-21 17:25:45 UTC;12,94;1291,89
2017-12-21 17:25:46 UTC;9,21;1295,45
2017-12-21 17:25:47 UTC;8,27;1309,58
2017-12-21 17:25:48 UTC;9,43;1331,23
2017-12-21 17:25:49 UTC;10,35;1379,45
2017-12-21 17:25:50 UTC;9,05;1321,20
2017-12-21 17:25:51 UTC;9,49;1369,35
2017-12-21 17:25:52 UTC;9,00;1387,32
2017-12-21 17:25:53 UTC;9,02;1398,99
2017-12-21 17:25:54 UTC;9,00;1432,28
2017-12-21 17:25:55 UTC;8,71;1446,41
2017-12-21 17:25:56 UTC;9,13;1466,50
2017-12-21 17:25:57 UTC;8,68;1469,88
2017-12-21 17:25:58 UTC;8,70;1473,15
2017-12-21 17:25:59 UTC;9,44;1486,54
2017-12-21 17:26:00 UTC;8,95;1500,84
2017-12-21 17:26:01 UTC;9,85;1511,52
2017-12-21 17:26:02 UTC;14,00;1530,84
2017-12-21 17:26:03 UTC;9,34;1511,19
2017-12-21 17:26:04 UTC;8,88;1541,55
2017-12-21 17:26:05 UTC;9,55;1545,19
2017-12-21 17:26:06 UTC;10,36;1563,37
2017-12-21 17:26:07 UTC;10,34;1578,99
2017-12-21 17:26:08 UTC;8,94;1598,90
2017-12-21 17:26:09 UTC;9,26;1607,09
2017-12-21 17:26:10 UTC;9,01;1637,67
2017-12-21 17:26:11 UTC;9,19;1651,81
2017-12-21 17:26:12 UTC;10,14;1635,63
2017-12-21 17:26:13 UTC;8,96;1643,85
2017-12-21 17:26:14 UTC;8,93;1646,97
2017-12-21 17:26:15 UTC;11,64;1650,08
2017-12-21 17:26:16 UTC;9,34;1642,12
2017-12-21 17:26:17 UTC;9,04;1663,05
2017-12-21 17:26:18 UTC;10,12;1629,77
2017-12-21 17:26:19 UTC;9,15;1642,38
2017-12-21 17:26:20 UTC;9,63;1646,93
2017-12-21 17:26:21 UTC;9,81;1650,58
2017-12-21 17:26:22 UTC;8,83;1636,76
2017-12-21 17:26:23 UTC;9,25;1642,60
2017-12-21 17:26:24 UTC;9,01;1633,28
2017-12-21 17:26:25 UTC;8,80;1637,14
2017-12-21 17:26:26 UTC;9,11;1641,42
2017-12-21 17:26:27 UTC;8,71;1637,69
2017-12-21 17:26:28 UTC;8,98;1645,61
2017-12-21 17:26:29 UTC;9,55;1639,88
2017-12-21 17:26:30 UTC;10,00;1652,52
2017-12-21 17:26:31 UTC;10,73;1626,73
2017-12-21 17:26:32 UTC;15,44;1616,88
2017-12-21 17:26:33 UTC;10,32;1610,92
2017-12-21 17:26:34 UTC;9,51;1648,54
2017-12-21 17:26:35 UTC;10,39;1637,12
2017-12-21 17:26:36 UTC;9,42;1607,86
2017-12-21 17:26:37 UTC;12,24;1613,74
2017-12-21 17:26:38 UTC;9,01;1618,62
2017-12-21 17:26:39 UTC;9,72;1622,80
2017-12-21 17:26:40 UTC;9,33;1626,53
2017-12-21 17:26:41 UTC;9,68;1628,44
2017-12-21 17:26:42 UTC;8,93;1628,42
2017-12-21 17:26:43 UTC;24,35;1640,10
2017-12-21 17:26:44 UTC;9,37;1666,87
2017-12-21 17:26:45 UTC;12,35;1666,12
2017-12-21 17:26:46 UTC;26,25;1686,93
2017-12-21 17:26:47 UTC;11,78;1720,48
2017-12-21 17:26:48 UTC;11,89;1673,49
2017-12-21 17:26:49 UTC;11,07;1666,49
2017-12-21 17:26:50 UTC;11,04;1699,32
2017-12-21 17:26:51 UTC;11,15;1706,35
2017-12-21 17:26:52 UTC;10,79;1731,77
2017-12-21 17:26:53 UTC;12,32;1743,03
2017-12-21 17:26:54 UTC;10,51;1742,63
2017-12-21 17:26:55 UTC;11,33;1750,44
2017-12-21 17:26:56 UTC;11,32;1768,10
2017-12-21 17:26:57 UTC;11,27;1780,36
2017-12-21 17:26:58 UTC;12,33;1763,15
2017-12-21 17:26:59 UTC;12,09;1778,95
2017-12-21 17:27:00 UTC;11,32;1773,35
2017-12-21 17:27:01 UTC;13,90;1884,96
2017-12-21 17:27:02 UTC;16,16;1675,26
2017-12-21 17:27:03 UTC;12,37;1799,84
2017-12-21 17:27:04 UTC;13,76;1583,70
2017-12-21 17:27:05 UTC;11,33;1576,21
2017-12-21 17:27:06 UTC;11,56;1620,61
2017-12-21 17:27:07 UTC;11,61;1675,21
2017-12-21 17:27:08 UTC;12,90;1734,03
2017-12-21 17:27:09 UTC;12,40;1846,66
2017-12-21 17:27:10 UTC;11,08;1684,36
2017-12-21 17:27:11 UTC;11,32;1729,96
2017-12-21 17:27:12 UTC;12,98;1805,10
2017-12-21 17:27:13 UTC;11,89;1807,41
2017-12-21 17:27:14 UTC;10,98;1860,95
2017-12-21 17:27:15 UTC;13,73;1879,63
2017-12-21 17:27:16 UTC;11,18;1890,33
2017-12-21 17:27:17 UTC;12,92;1905,19
2017-12-21 17:27:18 UTC;12,65;2019,96
2017-12-21 17:27:19 UTC;27,38;2266,17
2017-12-21 17:27:20 UTC;15,57;917,30
2017-12-21 17:27:21 UTC;12,13;660,60
2017-12-21 17:27:22 UTC;10,49;840,79
2017-12-21 17:27:23 UTC;12,24;838,99
2017-12-21 17:27:24 UTC;11,66;881,54
2017-12-21 17:27:25 UTC;11,39;917,42
2017-12-21 17:27:26 UTC;12,50;961,36
2017-12-21 17:27:27 UTC;11,14;998,45
2017-12-21 17:27:28 UTC;10,94;1053,52
2017-12-21 17:27:29 UTC;11,18;1112,85
2017-12-21 17:27:30 UTC;11,56;1165,77
2017-12-21 17:27:31 UTC;11,88;1220,22
2017-12-21 17:27:32 UTC;16,42;1284,81
2017-12-21 17:27:33 UTC;11,42;1336,48
2017-12-21 17:27:34 UTC;10,55;1399,19
2017-12-21 17:27:35 UTC;11,66;1432,05
2017-12-21 17:27:36 UTC;11,79;1472,65
2017-12-21 17:27:37 UTC;11,29;1480,93
2017-12-21 17:27:38 UTC;12,21;1510,85
2017-12-21 17:27:39 UTC;12,39;1541,29
2017-12-21 17:27:40 UTC;11,99;1549,87
2017-12-21 17:27:41 UTC;12,94;1559,16
2017-12-21 17:27:42 UTC;11,48;1574,01
2017-12-21 17:27:43 UTC;11,46;1598,63
2017-12-21 17:27:44 UTC;10,79;1616,94
2017-12-21 17:27:45 UTC;14,34;1636,27
2017-12-21 17:27:46 UTC;25,10;1656,59
2017-12-21 17:27:47 UTC;14,92;1708,80
2017-12-21 17:27:48 UTC;20,88;1725,44
2017-12-21 17:27:49 UTC;21,73;1836,62
2017-12-21 17:27:50 UTC;12,74;1860,41
2017-12-21 17:27:51 UTC;13,16;1892,07
2017-12-21 17:27:52 UTC;16,00;2078,78
2017-12-21 17:27:53 UTC;16,67;2022,88
2017-12-21 17:27:54 UTC;12,79;1955,03
2017-12-21 17:27:55 UTC;12,64;2023,09
2017-12-21 17:27:56 UTC;14,09;2050,33
2017-12-21 17:27:57 UTC;14,03;2050,66
2017-12-21 17:27:58 UTC;14,10;2088,41
2017-12-21 17:27:59 UTC;14,68;2215,13
2017-12-21 17:28:00 UTC;13,24;2078,34
